name,style,abv,ibu,brewer_name,tipo
Pub Belgian,Other Belgian-Style Ales,19.0,5.0,Courthouse Pub,Ale
Public Indecency,Wood- and Barrel-Aged Dark Beer,13.0,60.0,Public Craft Brewing Co,Stout
Pugachev's Cobra,British-Style Imperial Stout,14.8,85.0,Hangar 24 Craft Brewery,Stout
Pump[KY]n,Wood- and Barrel-Aged Strong Beer,16.5,60.0,Avery Brewing Company,Ale
Pumpion 2016,Pumpkin Beer,12.4,20.0,Elk Valley Brewing Co.,Pumpkin
Pumpkin Smash,American-Style Sour Ale,12.3,40.0,Cascade Brewing,Ale
Pumpkin Tzar,American-Style Imperial Stout,11.6,60.0,Naparbier,Stout
Punishment,Wood- and Barrel-Aged Pale to Amber Beer,12.0,60.0,Stone Brewing,Ale
Pure Honey,Open Category Mead,12.5,1.0,Hidden Legend Winery,Mead
Putin's Revenge,British-Style Imperial Stout,14.0,87.0,Southerleigh Fine Food and Brewery,Stout
Pyynikin Bourbon Barrel Aged Imperial Stout,British-Style Imperial Stout,13.0,44.0,Pyynikin Käsityöläispanimo,Stout
Quaanto,Imperial or Double India Pale Ale,12.5,40.0,Three Floyds Brewing Company,India Pale Ale
Quad,Belgian-Style Quadrupel,11.8,39.0,Weyerbacher Brewing Company,Trappist
Quad,Belgian-Style Quadrupel,13.5,16.0,Lager Heads Brewing Company,Trappist
Quadrupel,Belgian-Style Quadrupel,12.0,25.0,The Saint Louis Brewery (Schlafly),Trappist
Quadrupel,Belgian-Style Quadrupel,11.6,30.0,DESTIHL Brewery,Trappist
Quadtum Leap,Imperial or Double India Pale Ale,12.0,40.0,Dark Horse Brewing Company,India Pale Ale
Quiet Giant,American-Style Imperial Stout,14.0,60.0,Imperial Oak Brewing,Stout
Quince Love,American-Style Wheat Wine Ale,13.7,13.0,Bell's Brewery,Ale
Quince Third Coast Ale,Old Ale,14.6,40.0,Bell's Brewery,Ale
Quit Hitting Yourself,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
R.I.S.,American-Style Imperial Stout,12.0,60.0,Porchlight Brewing Co.,Stout
Rage,Imperial or Double India Pale Ale,14.6,156.0,Greenbush Brewing Co,India Pale Ale
Raisin a Fist,British-Style Barley Wine Ale,11.3,40.0,Iron Fist Brewing Company,Ale
Raison D'Extra,American-Style Brown Ale,18.0,40.0,Dogfish Head Craft Brewery,Ale
Ralphius,American-Style Imperial Stout,14.3,60.0,Free Will Brewing Company,Stout
Randy's IPA,American-Style India Pale Ale,12.0,40.0,Mayday Brewery,India Pale Ale
Rare Bourbon County Brand Stout,American-Style Imperial Stout,14.5,60.0,Goose Island Beer Company,Stout
Raspberry,Sweet Mead,14.0,1.0,Schramm's Mead,Mead
Raspberry Eisbock,Fruit Beer,15.5,17.0,Kuhnhenn Brewing,Fruit
Raspberry Poison,American-Style Wheat Wine Ale,14.0,12.0,Black Bridge Brewery,Ale
Raspberry Quadrupel,Belgian-Style Quadrupel,13.0,25.0,Mikkeller,Trappist
Raspberry Triplebock,Fruit Beer,13.0,17.0,Mikkeller,Fruit
Rasputin XII Imperial Stout,American-Style Imperial Stout,11.2,60.0,North Coast Brewing Company,Stout
RBF,Imperial or Double India Pale Ale,13.7,40.0,Blue Stallion Brewing Company,India Pale Ale
Recovery Ale,Scotch Ale,11.9,30.0,Ghost Runners Brewery,Ale
Red Agnes,Open Category Mead,14.0,1.0,Schramm's Mead,Mead
Red Horizon Edition 2,Strong Ale,13.5,100.0,Nøgne Ø,Ale
Red Horizon Edition 3,Strong Ale,12.5,100.0,Nøgne Ø,Ale
Red Wine Bourbon Barrel Aged Pyrolysis Imperial Stout,Wood- and Barrel-Aged Strong Beer,11.5,60.0,Top Rung Brewing Company,Ale
Redneck Wedding,Belgian-Style Quadrupel,13.2,27.0,Lickinghole Creek Craft Brewery,Trappist
Regular Coffee,American-Style Cream Ale or Lager,12.0,20.0,Carton Brewing Co,Lager
Release the Hounds,American-Style Barley Wine Ale,12.0,40.0,Bull & Bush Pub & Brewery,Ale
Repent,Belgian-Style Dark Strong Ale,14.0,100.0,DuClaw Brewing Company,Ale
Resolute,American-Style Imperial Stout,13.5,60.0,Brothers Craft Brewing,Stout
Responsibly,Belgian-Style Quadrupel,13.0,35.0,Nebraska Brewing Company,Trappist
Reunion,American-Style Barley Wine Ale,11.3,40.0,Drake's Brewing Company,Ale
Rexx,Imperial Red Ale,12.0,40.0,Clown Shoes Beer,Ale
Rich & Jerry's PB&J,Open Category Mead,13.0,1.0,Brothers Drake Meadery,Mead
Richbrau Barleywine,American-Style Barley Wine Ale,12.3,40.0,Richbrau Brewing Company,Ale
Ride That Goat,South German-Style Weizenbock / Weissbock,13.8,13.0,The Bruery,Wheat
RIibe Mjød,Open Category Mead,19.0,1.0,Dansk Mjød,Mead
Ringmaster's Reserve: Raspberry Wheat Wine,American-Style Wheat Wine Ale,13.0,13.0,Hi-Wire Brewing,Ale
RIS 34 BLG,British-Style Imperial Stout,15.0,60.0,Raduga Brewery,Stout
Rising Star Coffee Mead,Sweet Mead,13.0,1.0,Brothers Drake Meadery,Mead
Riverbend Redemption Rye Barleywine,American-Style Barley Wine Ale,12.0,70.0,Old Mill Brewpub,Ale
Rivertucky Series: Imperial Stout,American-Style Imperial Stout,16.0,84.0,Inland Empire Brewing Company,Stout
Rochefort 10,Belgian-Style Quadrupel,11.3,27.0,Rochefort Brewery (Brasserie de Rochefort),Trappist
Rodeo Clown,American-Style Imperial Stout,11.9,60.0,Stable 12,Stout
Rolling Thunder Imperial Stout,American-Style Imperial Stout,11.8,55.0,Rogue Ales,Stout
Ronaldo - Dark Lord,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Rose,Other Fruit Melomel,12.0,17.0,Pratsch Winery,Fruit
Rosemary,Open Category Mead,12.0,1.0,Charm City Meadworks,Mead
Rowdy Monk,American-Style Sour Ale,14.5,40.0,Hermit Thrush Brewery,Ale
Rude Awakening,American-Style Barley Wine Ale,11.4,40.0,Torn Label Brewing Co.,Ale
Rue D'Floyd,American-Style Imperial Porter,14.4,34.0,The Bruery,Porter
Rum Barrel Aged Imperial Pumpkin,Pumpkin Beer,12.0,20.0,Thirsty Dog Brewing Company,Pumpkin
Rum Barrel-Aged Ten Fidy,American-Style Imperial Stout,14.7,65.0,Oskar Blues Brewery,Stout
Rumpkin,Pumpkin Beer,16.0,20.0,Avery Brewing Company,Pumpkin
Rumrunner (Prohibition),Fruit Cider,12.5,1.0,Sea Cider Farm & Ciderhouse,Cider
Runnin' with the Devil,American-Style Barley Wine Ale,11.9,33.0,Nebraska Brewing Company,Ale
Rus,American-Style Imperial Stout,11.5,70.0,Lupulin Brewing Co.,Stout
Rusalka,American-Style Imperial Stout,11.8,60.0,Tampa Beer Works,Stout
Ruse,Sweet or Cream Stout,11.3,60.0,Hardywood Park Craft Brewery,Stout
Russian Imperial Stout,American-Style Imperial Stout,12.5,85.0,Hangar 24 Craft Brewery,Stout
Russian Imperial Stout on NITRO,American-Style Stout,11.6,60.0,Dangerous Man Brewing Company,Stout
Russian Pirate,American-Style Imperial Stout,13.5,60.0,Odell Brewing Company,Stout
Rye-On-Rye X - Sazerac,Rye Ale or Lager with or without Yeast,11.8,29.0,Boulevard Brewing Company,Lager
Rye-On-Rye-On-Rye,Rye Ale or Lager with or without Yeast,14.6,33.0,Boulevard Brewing Company,Lager
Ryeday the 13th,Rye Ale or Lager with or without Yeast,12.0,30.0,Excel Brewing Company,Lager
Ryetopia - Barrel Aged Rye Barley Wine,American-Style Barley Wine Ale,11.6,40.0,Hermitage Brewing Company,Ale
Ryeway To Heaven,Rye Ale or Lager with or without Yeast,13.7,20.0,Revolution Brewing,Lager
Safety 3rd,Imperial or Double India Pale Ale,11.4,100.0,Toxic Brew Company,India Pale Ale
Safeword,Open Category Mead,13.5,1.0,Superstition Meadery,Mead
Sage Traditional,Dry Mead,12.8,1.0,Meridian Hive Meadery,Mead
Saint Arnold 20th Anniversary Ale,American-Style Barley Wine Ale,11.2,50.0,Saint Arnold Brewing Company,Ale
Saint Dekkera Reserve Sour: Zure Dubbele Stout,Specialty Stouts,11.5,60.0,DESTIHL Brewery,Special
Samael's,British-Style Barley Wine Ale,16.9,41.0,Avery Brewing Company,Ale
Samichlaus Bier,Wood- and Barrel-Aged Beer,14.0,60.0,Schloss Eggenberg,Stout
Samichlaus Classic,German-Style Doppelbock,14.0,17.0,Schloss Eggenberg,Lager
Samichlaus Classic Holzfass,German-Style Doppelbock,14.0,17.0,Schloss Eggenberg,Lager
Samichlaus Helles,German-Style Doppelbock,14.0,17.0,Schloss Eggenberg,Lager
Samichlaus Schwarzes,Other Strong Ale or Lager,14.0,17.0,Schloss Eggenberg,Ale
Samuel Adams Millennium,Specialty Beer,20.0,52.5,Boston Beer Company,Special
Samuel Adams Triple Bock,Traditional German-Style Bock,18.0,17.0,Boston Beer Company,Lager
Samuel Adams Triplebock 1994,Traditional German-Style Bock,17.0,17.0,Boston Beer Company,Lager
Samuel Adams Triplebock 1995,Other Strong Ale or Lager,18.0,17.0,Boston Beer Company,Ale
Samuel Adams Utopias,Specialty Beer,25.5,25.0,Boston Beer Company,Special
Sanctus Nicolaus,German-Style Doppelbock,13.9,48.0,Mike Hess Brewing Co.,Lager
Santa’s Little Helper - Bourbon Barrel-Aged,American-Style Imperial Stout,12.0,60.0,Port Brewing Company,Stout
Santo Ron Diego Ale,Specialty Beer,12.5,52.5,The Lost Abbey,Special
Sapsquatch,American-Style Barley Wine Ale,14.9,40.0,Southern Tier Brewing Company,Ale
Saule,Wood- and Barrel-Aged Strong Beer,16.1,60.0,The Bruery,Ale
Sauternes Wine Barrel-aged Blond Ale (Brew #8),Belgian-Style Blonde Ale,12.0,40.0,Brouwerij Hof ten Dormaal,Lager
Sauvignon Blanc,Other Specialty Cider or Perry,13.5,52.5,Tangent Wines,Fruit
Savage Bois,Dry Mead,12.0,1.0,Golden Coast Mead,Mead
Scaldis Ambrée,American-Style Amber/Red Ale,12.0,40.0,Brasserie Dubuisson,Ale
Scaldis de Noël Premium,Belgian-Style Pale Strong Ale,12.0,21.0,Brasserie Dubuisson,Ale
Scaldis Noël (Bush De Noël),Belgian-Style Dark Strong Ale,12.0,40.0,Brasserie Dubuisson,Ale
Scaldis Prestige,Belgian-Style Tripel,13.0,25.0,Brasserie Dubuisson,Trappist
Scaldis Refermentee,Belgian-Style Dark Strong Ale,12.0,25.0,Brasserie Dubuisson,Ale
Scarlet Solstice,Other Fruit Melomel,13.0,17.0,Brothers Drake Meadery,Fruit
Seared Palate Barley Wine,American-Style Barley Wine Ale,13.0,40.0,Lawson's Finest Liquids,Ale
Seasons in the Abyss,American-Style Imperial Stout,11.3,60.0,Murray's Craft Brewing Co,Stout
Sede Vacante Ale,Wood- and Barrel-Aged Beer,15.0,60.0,The Lost Abbey,Stout
Sedicigradi,British-Style Barley Wine Ale,16.0,40.0,Birra del Borgo,Ale
Seek & Destroy,American-Style India Pale Ale,12.7,40.0,Black Market Brewing Company,India Pale Ale
Semi-Dry Mead,Dry Mead,12.0,1.0,New Day Meadery,Mead
Semi-Sweet Black Raspberry Mead,Semi-Sweet Mead,13.8,1.0,New Day Meadery,Mead
Semi-Sweet Plum,Semi-Sweet Mead,14.5,1.0,New Day Meadery,Mead
Serenata Notturna,Wild Beer,12.0,40.0,Crooked Stave Artisan Beer Project,Ale
Serenity,American-Style Barley Wine Ale,12.0,40.0,Twisted Manzanita Ales,Ale
Seventeenth Anniversary,Wood- and Barrel-Aged Beer,12.2,60.0,Firestone Walker Brewing Company,Stout
SeVIIn,Belgian-Style Pale Strong Ale,12.5,40.0,Surly Brewing Company,Ale
Sexy Chaos,British-Style Imperial Stout,11.2,60.0,Marshall Wharf Brewing Company,Stout
Shadow Brewer,American-Style Imperial Stout,11.3,60.0,Brewery Ommegang,Stout
Share This: Coffee,American-Style Imperial Stout,11.9,35.0,The Bruery,Stout
Sherry Barrel Aged Wulver,Scotch Ale,12.0,22.0,Thirsty Dog Brewing Company,Ale
Ship Wreck,Wood- and Barrel-Aged Strong Beer,13.8,14.0,BrewDog,Ale
Shot In The Dark,American-Style Imperial Porter,11.8,34.0,Tustin Brewing Company,Porter
Siberian Black Magic Panther,American-Style Imperial Stout,12.0,60.0,Westbrook Brewing Company,Stout
Silverheels English BarleyWine,British-Style Barley Wine Ale,12.3,32.0,Front Range Brewing Company,Ale
Simcoe Sillier,Belgian-Style Pale Strong Ale,11.2,40.0,Kuhnhenn Brewing,Ale
Simtra 3x IPA,Imperial or Double India Pale Ale,11.3,131.0,Knee Deep Brewing Company,India Pale Ale
Single Barrel #1770 - Absinthe Barrel-Aged Paradox,British-Style Imperial Stout,13.3,60.0,BrewDog,Stout
Single Varietal Chestnut Mead,Open Category Mead,12.7,1.0,Die Hochland Imker,Mead
Sink the Bismarck,Imperial or Double India Pale Ale,41.0,40.0,BrewDog,India Pale Ale
Sinkhole Stout,American-Style Imperial Stout,12.5,60.0,Country Boy Brewing,Stout
Sippin' Into Darkness,American-Style Imperial Stout,12.0,50.0,Hoppin' Frog Brewery,Stout
Sixteen Anniversary (XVI),Wood- and Barrel-Aged Beer,13.0,36.0,Firestone Walker Brewing Company,Stout
Skeleton Key,American-Style Imperial Stout,13.0,60.0,Bellwoods Brewery,Stout
Slamnesia,Imperial or Double India Pale Ale,11.2,125.0,Austin Brothers Beer Co.,India Pale Ale
Sleep Walker,Imperial or Double India Pale Ale,11.5,135.0,LTD Brewing Co.,India Pale Ale
Sleeper Cell,Imperial or Double India Pale Ale,11.3,40.0,Founders Brewing Company,India Pale Ale
Sleepin’ With Shaggy,American-Style Barley Wine Ale,12.5,40.0,Green Flash Brewing Company,Ale
Sleeping Forever,American-Style Imperial Stout,13.0,60.0,The Veil Brewing Co.,Stout
Sleeping Forever (2017),American-Style Imperial Stout,12.0,60.0,The Veil Brewing Co.,Stout
Slippery When Wheat,American-Style Wheat Wine Ale,12.5,20.0,Declaration Brewing Company,Ale
Small Batch: Dog F,British-Style Imperial Stout,17.5,85.0,BrewDog,Stout
Smells Like A Double Michigan Safety Meeting,Imperial or Double India Pale Ale,11.8,40.0,Dogfish Head Craft Brewery,India Pale Ale
Smells Like A Double Michigan Safety Meeting,Imperial or Double India Pale Ale,11.8,61.0,Dark Horse Brewing Company,India Pale Ale
Smoked Apple Trippel,Belgian-Style Tripel,12.5,25.0,Black Lotus Brewing Company,Trappist
Smokestack Series (2013),Wood- and Barrel-Aged Pale to Amber Beer,11.8,60.0,Boulevard Brewing Company,Ale
Smokey and The Bois,Wood- and Barrel-Aged Beer,15.5,60.0,The Bruery,Stout
Smoking Wood,Smoke Porter,13.0,34.0,The Bruery,Porter
Smoking Wood Bourbon Barrel Aged,Smoke Porter,14.0,34.0,The Bruery,Porter
Smooth Criminal,British-Style Barley Wine Ale,15.0,40.0,The Bruery,Ale
Smudge Pot Russian Imperial Stout,American-Style Imperial Stout,11.2,60.0,Old Orange Brewing Co,Stout
Snowed In,Oatmeal Stout,12.2,73.0,Copper Kettle Brewing Company,Stout
So Happens it's Tuesday,American-Style Imperial Stout,11.3,60.0,The Bruery,Stout
So Happens It's Tuesday,American-Style Imperial Stout,14.0,22.0,The Bruery,Stout
Solar Eclipse,American-Style Imperial Stout,18.0,60.0,Kuhnhenn Brewing,Stout
Songs of Freedom,Imperial or Double India Pale Ale,12.0,40.0,Southerleigh Fine Food and Brewery,India Pale Ale
Sonoran 200,Herb and Spice Beer,19.4,7.0,Sonoran Brewing Company,Special
Soroboruo,Scotch Ale,12.0,40.0,The Bruery,Ale
SORT MÆLK,American-Style Imperial Stout,13.1,60.0,To Øl,Stout
Soul Crusher,American-Style Barley Wine Ale,13.7,80.0,Dust Bowl Brewing Company,Ale
Sour Orange Blossom,Open Category Mead,12.0,1.0,Golden Coast Mead,Mead
Sour Quad,Wood- and Barrel-Aged Sour Beer,12.0,52.0,Deschutes Brewery,Ale
Southern Charred,Strong Ale,12.7,40.0,Stone Brewing,Ale
Southern Charred Batch No. 6,Wood- and Barrel-Aged Strong Beer,11.8,60.0,Stone Brewing,Ale
Southern Charred Batch No. 7,Wood- and Barrel-Aged Strong Beer,11.8,60.0,Stone Brewing,Ale
Southern Revival,American-Style Imperial Stout,11.8,60.0,Granite Falls Brewing Company,Stout
Space Soyez Sauce,American-Style Imperial Stout,12.0,60.0,Other Half Brewing Company,Stout
Sparkky’s Coffee Chocolate Milk Stout,Sweet or Cream Stout,12.1,60.0,Double Barley Brewing,Stout
Sparkling Honey Wine Mead,Dry Mead,11.2,1.0,Die Hochland Imker,Mead
Special Cookie,English-Style Brown Ale,12.5,40.0,Free Will Brewing Company,Ale
Speedway Nibs & Beans,American-Style Imperial Stout,12.0,60.0,AleSmith Brewing Company,Stout
Speedway Stout,American-Style Imperial Stout,12.0,70.0,AleSmith Brewing Company,Stout
Speedway Stout - Hammerhead,American-Style Imperial Stout,12.0,70.0,AleSmith Brewing Company,Stout
Speedway Stout - Kona Coffee,American-Style Imperial Stout,12.0,60.0,AleSmith Brewing Company,Stout
Speedway Stout - Kopi Luwak Coffee,American-Style Imperial Stout,12.0,60.0,AleSmith Brewing Company,Stout
Speedway Stout - Vietnamese Coffee,American-Style Imperial Stout,12.0,60.0,AleSmith Brewing Company,Stout
Speedway Stout Mokasida Coffee,American-Style Imperial Stout,12.0,60.0,AleSmith Brewing Company,Stout
Spiced Apple Cyser,Cyser (Apple Melomel),12.0,1.0,Crafted Artisan Meadery,Cider
Splinter Gold Matured in Wood,Wood- and Barrel-Aged Beer,12.0,60.0,Tröegs Brewing Company,Stout
SR-71,American-Style Imperial Stout,14.0,60.0,Toppling Goliath Brewing Company,Stout
St. Joan's Revenge,American-Style Imperial Stout,12.0,60.0,Barley's Brewing Company,Stout
St. Nicks Winter Warmer,Strong Ale,11.2,40.0,Barley's Brewing Company,Ale
Statik,American-Style Barley Wine Ale,13.0,430.0,Brewery Rickoli,Ale
Steganos New England Imperial Stout,American-Style Imperial Stout,12.0,60.0,"Boothbay Craft Brewery, Inc",Stout
Stentorian,British-Style Barley Wine Ale,13.3,75.0,Valiant Brewing,Ale
Stickee Monkee,Belgian-Style Quadrupel,13.4,45.0,Firestone Walker Brewing Company,Trappist
Stille Nacht,Belgian-Style Pale Strong Ale,12.0,40.0,Brouwerij De Dolle Brouwers,Ale
Stille Nacht Reserve,Belgian-Style Pale Strong Ale,12.0,40.0,Brouwerij De Dolle Brouwers,Ale
STILLE OF THE NITE,Other Belgian-Style Ales,11.5,40.0,Duel Brewing,Ale
Stingier Jack (Barrel-Aged Imperial Pumpkin Ale),Pumpkin Beer,12.0,20.0,Potosi Brewing Company,Pumpkin
Stolen Souls,American-Style Imperial Stout,12.0,60.0,Block Brewing Company,Stout
Stone Farking Wheaton w00tstout,American-Style Imperial Stout,13.0,65.0,Stone Brewing,Stout
Stone Farking Wheaton w00tstout 2.0,Wood- and Barrel-Aged Dark Beer,13.0,60.0,Stone Brewing,Stout
Stone Farking Wheaton w00tstout 3.0,American-Style Imperial Stout,13.5,45.0,Stone Brewing,Stout
Stone Old Gardian Barley Wine,American-Style Barley Wine Ale,11.6,80.0,Stone Brewing,Ale
Stormwatcher's Winterfest,British-Style Barley Wine Ale,12.7,40.0,Pelican Brewing Company,Ale
Stouty Stouterson,American-Style Stout,13.0,60.0,Valhöll Brewing,Stout
Strai8ht Ballin,Wood- and Barrel-Aged Beer,12.0,60.0,Ei8ht Ball Brewing,Stout
Straight Jacket,American-Style Barley Wine Ale,13.0,55.0,Revolution Brewing,Ale
Straight Outta Golden,Belgian-Style Blonde Ale,11.5,10.0,Declaration Brewing Company,Lager
Straight Outta Hopton,American-Style India Pale Ale,11.3,134.0,Southerleigh Fine Food and Brewery,India Pale Ale
Strange Fella's Helles,German-Style Pilsener,45.3,19.0,Worth Brewing Company,Lager
Stratofortress,Wood- and Barrel-Aged Dark Beer,11.4,15.0,Wingman Brewers,Stout
Strawberry Ginger,Open Category Mead,12.0,1.0,Charm City Meadworks,Mead
Strawburied,Fruit Beer,14.0,18.0,Channel Brewing Co,Fruit
Stygian Descent,American-Style Black Ale,11.6,40.0,Stone Brewing,Ale
Sucaba,British-Style Barley Wine Ale,13.4,42.0,Firestone Walker Brewing Company,Ale
Sucré,Wood- and Barrel-Aged Beer,16.9,60.0,The Bruery,Stout
Sugar & Spice,Herb and Spice Beer,12.0,58.0,Martin House Brewing Company,Special
Sugar Rush Trippel Blonde,Belgian-Style Blonde Ale,12.0,40.0,Milkman Brewing,Lager
Sugarmaker,American-Style Imperial Stout,11.5,60.0,Grimm Brothers Brewhouse,Stout
Suge Knite,American-Style Imperial Stout,13.0,80.0,Boneyard Beer Company,Stout
Sumi Ink,American-Style Imperial Stout,13.5,60.0,Grimm Artisanal Ales,Stout
Sumi Zest,American-Style Imperial Stout,11.5,60.0,Grimm Artisanal Ales,Stout
Summer Wonder,Münchner (Munich)-Style Helles,13.0,17.0,Kuhnhenn Brewing,Lager
Sunday Molé Stout,American-Style Imperial Stout,11.3,60.0,Weyerbacher Brewing Company,Stout
Sunday Morning Stout,American-Style Imperial Stout,11.8,60.0,Weyerbacher Brewing Company,Stout
Sundowner,Other Belgian-Style Ales,12.0,40.0,Adelbert's Brewery,Ale
Super Kitty,Strong Ale,12.0,60.0,Keegan Ales,Ale
Supreme Leader,American-Style Imperial Stout,13.5,60.0,Lickinghole Creek Craft Brewery,Stout
Sweet Blossom,Sweet Mead,12.0,1.0,Charm City Meadworks,Mead
Sweet Dreams,Fruit Wheat Ale or Lager with or without Yeast,15.0,15.0,LTD Brewing Co.,Fruit
Swinging Harry,Belgian-Style Quadrupel,11.4,25.0,Mikkeller,Trappist
Symzonia,American-Style Imperial Stout,13.0,60.0,Omnipollo,Stout
SŸX,American-Style Strong Pale Ale,14.5,40.0,Surly Brewing Company,Ale
T.K.O.,Old Ale,12.5,40.0,Wind River Brewing Company,Ale
T.O.R.I.S The Tyrant,American-Style Imperial Stout,13.8,65.0,Hoppin' Frog Brewery,Stout
T2-R9 Barleywine,American-Style Barley Wine Ale,11.2,40.0,Marshall Wharf Brewing Company,Ale
Tactical Nuclear Penguin,American-Style Imperial Stout,32.0,60.0,BrewDog,Stout
Takashi,American-Style Imperial Stout,12.5,61.0,Against The Grain Brewery,Stout
Temeculan 3000,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Temporary Insanity,American-Style Imperial Stout,13.0,60.0,Blue and Gray Brewing Co,Stout
Ten Fidy - Bourbon Barrel Aged,American-Style Imperial Stout,12.9,60.0,Oskar Blues Brewery,Stout
Tenderfoot,American-Style Barley Wine Ale,11.5,70.0,Rahr & Sons Brewing Company,Ale
Termination Dust Belgian-style Barley Wine,British-Style Barley Wine Ale,13.0,70.0,Midnight Sun Brewing Company,Ale
Territorial Reserve Bourbon Barrel Aged Rye Wine Ale,Wood- and Barrel-Aged Strong Beer,12.1,60.0,COOP Ale Works,Ale
Territorrial Reserve Bourbon Barrel Aged Imperial Stout,American-Style Imperial Stout,13.5,60.0,COOP Ale Works,Stout
Texas Ice Bock,German-Style Eisbock,22.0,17.0,Franconia Brewing Company,Lager
Thai Speedway Stout,American-Style Imperial Stout,12.0,70.0,AleSmith Brewing Company,Stout
"The ""Krispier Karl""",American-Style Imperial Stout,12.2,60.0,51st Ward Beer Company,Stout
"The ""Krispy Karl""",American-Style Imperial Stout,11.5,94.0,51st Ward Beer Company,Stout
The 12th Labor,American-Style Imperial Stout,13.0,60.0,Orpheus Brewing,Stout
The 13th Door,British-Style Barley Wine Ale,13.0,40.0,Grimm Brothers Brewhouse,Ale
The Abduction,Wood- and Barrel-Aged Beer,13.0,60.0,Pipeworks Brewing Company,Stout
The Abyss,American-Style Imperial Stout,11.5,60.0,Deschutes Brewery,Stout
The Abyss Barrel Aged Scotch,American-Style Imperial Stout,12.3,42.0,Deschutes Brewery,Stout
The Abyss Brandy,American-Style Imperial Stout,13.3,63.0,Deschutes Brewery,Stout
The Bancreagie 26 Sour Peated Ale,Wood- and Barrel-Aged Sour Beer,11.5,60.0,Brau Brothers Brewing Company,Ale
The Beast,Belgian-Style Dark Strong Ale,16.8,63.0,Avery Brewing Company,Ale
The Belgian Sleeper,Belgian-Style Tripel,12.0,25.0,Southern Tier Brewing Company,Trappist
The Bishop,American-Style Brown Ale,16.0,36.0,The Depot,Ale
The Bollocks,Imperial or Double India Pale Ale,12.0,40.0,Brash Brewing Company,India Pale Ale
The Brown & Stirred,Wood- and Barrel-Aged Beer,13.0,60.0,Pipeworks Brewing Company,Stout
The Cheetah,Belgian-Style Dark Strong Ale,14.2,40.0,Brewery Vivant,Ale
The Demogorgon,Wood- and Barrel-Aged Dark Beer,13.3,60.0,Streetside Brewery,Stout
The Dissident,Belgian-Style Flanders Oud Bruin or Oud Red Ales,11.4,30.0,Deschutes Brewery,Ale
The DUKE,British-Style Barley Wine Ale,12.0,35.0,Peticolas Brewing Company,Ale
The Far East Barrel Aged Imperial House IPA,American-Style Imperial Stout,13.0,60.0,Tamamura-Honten,Stout
The Finisher,American-Style Imperial Stout,17.5,60.0,Conquest Brewing Company,Stout
The Flanders Giant,Wood- and Barrel-Aged Sour Beer,14.2,4.0,Bruery Terreux,Ale
The Gift,Belgian-Style Pale Strong Ale,12.2,40.0,Black Lotus Brewing Company,Ale
The Good The Bad & The Unidragon,American-Style Imperial Stout,14.0,60.0,Clown Shoes Beer,Stout
The GourdFather,Herb and Spice Beer,11.2,52.5,Elysian Brewing Company,Special
The Heart of Darkness,Dry Mead,14.0,1.0,B. Nektar Meadery,Mead
The Hogshead Reserve,Other Specialty Cider or Perry,12.0,52.5,Frecon's Cidery,Fruit
The Implication,Imperial or Double India Pale Ale,13.0,89.0,Odd Side Ales,India Pale Ale
The Jones Dog,Wood- and Barrel-Aged Beer,13.0,60.0,Pipeworks Brewing Company,Stout
The Juicer,American-Style Strong Pale Ale,13.0,60.0,Sixpoint Brewery,Ale
The Kentucky Tickle Monster,Imperial or Double India Pale Ale,16.3,40.0,To Øl,India Pale Ale
The Krispy Karl,American-Style Imperial Stout,13.0,100.0,Urban Legend Brewing Company,Stout
The Lord of Ord,Oatmeal Stout,12.7,60.0,Scratchtown Brewing Company,Stout
The Money,Wood- and Barrel-Aged Beer,13.0,60.0,Pipeworks Brewing Company,Stout
The Mountain,British-Style Imperial Stout,12.0,89.0,Banded Horn Brewing Company,Stout
The Nuttiest Professor,American-Style Imperial Stout,15.2,60.0,Avery Brewing Company,Stout
The Owls Are Not What They Seem,Wood- and Barrel-Aged Dark Beer,12.0,15.0,Dogfish Head Craft Brewery,Stout
The Peace That Money Can't Buy,Belgian-Style Quadrupel,11.5,25.0,Clown Shoes Beer,Trappist
The Pit Boss Triple IPA,Imperial or Double India Pale Ale,11.5,125.0,Pair O’ Dice Brewing,India Pale Ale
The Problem Solver,Imperial or Double India Pale Ale,11.5,40.0,Evil Twin Brewing,India Pale Ale
The Rated,Imperial Red Ale,12.2,40.0,Pig Minds Brewing Co.,Ale
The Revival,Wood- and Barrel-Aged Beer,13.0,60.0,Pipeworks Brewing Company,Stout
The SheRIff of Rock RIdge,Belgian-Style Dark Strong Ale,12.0,53.0,Coastal Extreme Brewing Company,Ale
The Statement,Open Category Mead,14.0,1.0,Schramm's Mead,Mead
The Steamie,Golden or Blonde Ale,30.0,30.0,Shilling Brewing Company,Lager
The Viking Belgian-style Dark Strong Ale,Belgian-Style Dark Strong Ale,12.0,40.0,Midnight Sun Brewing Company,Ale
The Well to Hell,American-Style Imperial Stout,14.0,60.0,Urban Legend Brewing Company,Stout
Theory of Chaos,Belgian-Style Dark Strong Ale,13.5,40.0,Chaos Mountain Brewing,Ale
