name,style,abv,ibu,brewer_name,tipo
Peach Pecobbler,Fruit Cider,8.5,1.0,Bishop Cider Company,Cider
Peach Rush,Fruit Cider,13.0,1.0,Brothers Drake Meadery,Cider
Peach Tea,Fruit Cider,6.5,1.0,Nine Pin Cider Works,Cider
Peaches En Regalia,Fruit Cider,5.9,1.0,Treehorn Cider,Cider
Peaches the Friendly Ghost,Dry Mead,5.5,1.0,Odd Elixir Meadworks,Mead
Peanut Butter Bananas Foster Forever,Open Category Mead,6.0,1.0,Crafted Artisan Meadery,Mead
Pear,Fruit Cider,5.0,1.0,Wild Cider,Cider
Pear,Fruit Cider,4.8,1.0,Rekorderlig,Cider
Pear Cider,Fruit Cider,5.5,1.0,Jack's Hard Cider,Cider
Pear Cider,Fruit Cider,6.0,1.0,Finnriver Farm & Cidery,Cider
Pear Cider,Fruit Cider,4.7,1.0,Bold Rock Hard Cider,Cider
Pear Cider,Fruit Cider,5.0,1.0,California Cider Company,Cider
Pear Cider,Fruit Cider,6.9,1.0,Island Orchard Cider,Cider
Pear Cider,Fruit Cider,4.5,1.0,Original Sin,Cider
Pearsnickety,Fruit Cider,6.0,1.0,Colorado Cider Company,Cider
Peche Cyser,Sweet Mead,10.0,1.0,Millstone Cellars,Mead
Peniger Weihnachtstraum,German-Style Oktoberfest / Wiesen (Meadow),5.2,1.0,Peniger Spezialitäten Brauerei,Lager
People’s Cider Wild Cider,Fruit Cider,6.2,1.0,The Peoples Cider Company,Cider
Perception Shift,Fruit Cider,6.0,1.0,Artifact Cider Project,Cider
Perlenbacher Festbier,German-Style Oktoberfest / Wiesen (Meadow),5.5,1.0,Frankfurter Brauhaus,Lager
Perry Hard Cider,Fruit Cider,6.5,1.0,Uncle John's Cider Mill,Cider
Petit Jean Pear,Fruit Cider,4.5,1.0,Stone's Throw Brewing,Cider
Petite Golden Sour,American-Style Sour Ale,4.5,1.0,The Collective Brewing Project,Ale
Phantom Berry Cyser,Fruit Cider,9.3,1.0,Phantom Ales,Cider
Phat Cider For Phat People,Fruit Cider,6.0,1.0,Slim Pickens Cider & Mead,Cider
Phuzz,Fruit Cider,6.9,1.0,Starcut Ciders,Cider
Picket Bone Dry,Fruit Cider,8.0,1.0,Arsenal Cider House,Cider
Pillow Talk,Dry Mead,13.0,1.0,Brothers Drake Meadery,Mead
Pilvine Õun,Fruit Cider,4.5,1.0,Saku Õlletehas,Cider
Pinch The Piston,German-Style Altbier,5.5,1.0,Against The Grain Brewery,Mead
Pineapple,Fruit Cider,6.0,1.0,Portland Cider Company,Cider
Pineapple Cider,Fruit Cider,5.0,1.0,Austin Eastciders,Cider
Pineapple Cider,Fruit Cider,10.5,1.0,Cellarmen's,Cider
Pineapple Hula,Fruit Cider,5.0,1.0,Ciderboys Cider Co.,Cider
Pink Stuff,Sweet Mead,8.0,1.0,Black Fox Meadery,Mead
Pippins,New England Cider,9.5,1.0,Sea Cider Farm & Ciderhouse,Cider
Pirate Booty,Sweet Mead,10.0,1.0,Mad Beach Craft Brewing Company,Mead
Plum Mead,Sweet Mead,16.0,1.0,Phantom Ales,Mead
PNW Berry,Fruit Cider,6.9,1.0,Seattle Cider Company,Cider
Pomegranate Cider,Fruit Cider,6.5,1.0,Two Rivers Cider Company,Cider
Pomegranate Cider,Fruit Cider,6.9,1.0,Leprechaun Cider Company,Cider
Pomegranate Cranberry,Fruit Cider,6.0,1.0,Schilling Cider,Cider
Pomegranate Pear,Fruit Cider,4.5,1.0,Crispin Cider,Cider
Pommeau,French Cider,17.0,1.0,Domaine Dupont,Cider
Pop 'N' L'Oktoberfest,German-Style Oktoberfest / Wiesen (Meadow),5.1,1.0,Butcher and the Brewer,Lager
Premium Cloudy Cider,English Cider,5.2,1.0,Addlestones,Cider
Premium Farmhouse Cider,French Cider,6.9,1.0,Cider Creek Hard Cider,Cider
Pretty Penny,Fruit Cider,5.5,1.0,Tandem Ciders,Cider
Prickle Me Pink,Fruit Cider,6.0,1.0,2 Towns Ciderhouse,Cider
Prickly Pineapple,Fruit Cider,5.0,1.0,Wyder's Cider Company,Cider
Primrose Bitter Pear,Fruit Cider,6.5,1.0,Restoration Cider,Cider
Puff The Magic Cyser,Cyser (Apple Melomel),8.5,1.0,New Holland Brewing Company,Cider
Pumpkin Blend,Fruit Cider,5.0,1.0,Down East Cider,Cider
Pumpkin Jack,Fruit Cider,5.0,1.0,McKenzie's Hard Cider,Cider
Pumpkin Mead,Semi-Sweet Mead,6.9,1.0,Charm City Meadworks,Mead
Pure Honey,Open Category Mead,12.5,1.0,Hidden Legend Winery,Mead
Raspberries & Brett,Fruit Cider,9.0,1.0,Potter's Craft Cider,Cider
Raspberry,Fruit Cider,6.7,1.0,Stem Ciders,Cider
Raspberry,Sweet Mead,14.0,1.0,Schramm's Mead,Mead
Raspberry Cider,Fruit Cider,5.5,1.0,Red Shedman Farm Brewery & Hop Yard,Cider
Raspberry Cider,Fruit Cider,6.8,1.0,Country Boy Brewing,Cider
Raspberry Cider,Fruit Cider,6.5,1.0,Sierra Rose Ciders,Cider
Raspberry Crab Apple Cider,Fruit Cider,9.5,1.0,Miner Brewing Company,Cider
Raspberry Ginger,Cyser (Apple Melomel),6.0,1.0,B. Nektar Meadery,Cider
Raspberry Smash,Fruit Cider,5.0,1.0,Ciderboys Cider Co.,Cider
Raspotle,Fruit Cider,6.9,1.0,Farmhaus Cider Co.,Cider
Ratinger Alt Ratinger Alt,German-Style Altbier,4.8,1.0,Ratinger Brauhaus,Mead
Real McCoy Amber Ale,German-Style Altbier,5.5,1.0,Mammoth Brewing Company,Mead
Rebellion Mead,Sweet Mead,5.7,1.0,Hideout Brewing Company,Mead
Reboot Blood Orange,Fruit Cider,5.1,1.0,Schilling Beer Co.,Cider
Red Agnes,Open Category Mead,14.0,1.0,Schramm's Mead,Mead
Red Alt,German-Style Altbier,5.6,1.0,White Bluffs Brewing,Mead
Red Barn Raspberry Cider,Fruit Cider,5.3,1.0,Critz Farms Brewing & Cider Co.,Cider
Red Brick Hard Cider,Fruit Cider,6.5,1.0,Petoskey Brewing,Cider
Red Handed,German-Style Altbier,5.5,1.0,Memphis Made Brewing Company,Mead
Red Ruckus,Fruit Cider,6.5,1.0,Northville Winery & Brewing Co.,Cider
Red Tractor,German-Style Altbier,5.5,1.0,Shooting Creek Farm Brewery,Mead
Redstreak,English Cider,5.2,1.0,Virtue Cider,Cider
Rekorderlig Premium Apple & Blackcurrant Cider,Fruit Cider,4.0,1.0,Åbro Bryggeri,Cider
Rekorderlig Strawberry-Lime,Fruit Cider,4.5,1.0,Åbro Bryggeri,Cider
Rekorderlig Wild Berries Cider,Fruit Cider,4.5,1.0,Åbro Bryggeri,Cider
Remmy,Fruit Cider,7.5,1.0,Starcut Ciders,Cider
ReNEWAle,German-Style Altbier,5.4,1.0,Ninkasi Brewing Company,Mead
Rescousse,German-Style Altbier,5.3,1.0,Dieu Du Ciel!,Mead
Reserve Cider,English Cider,5.2,1.0,Samuel Smith Old Brewery,Cider
Residenz Bio Wintertraum Festbier,German-Style Oktoberfest / Wiesen (Meadow),5.8,1.0,Liebharts Privatbrauerei GmbH & Co.KG,Lager
ReThinker,Sweet Mead,8.0,1.0,New Day Meadery,Mead
Reudnitzer Festbier,German-Style Oktoberfest / Wiesen (Meadow),5.6,1.0,Leipziger Brauhaus zu Reudnitz,Lager
Reudnitzer Weihnachtsbier,German-Style Oktoberfest / Wiesen (Meadow),5.6,1.0,Leipziger Brauhaus zu Reudnitz,Lager
Revelation Newtown Pippin,Fruit Cider,6.7,1.0,Reverend Nat's Hard Cider,Cider
Reveller,English Cider,4.5,1.0,Orchard Pig,Cider
Revival,Fruit Cider,6.0,1.0,Reverend Nat's Hard Cider,Cider
Rhapsody,Semi-Sweet Mead,7.0,1.0,Meridian Hive Meadery,Mead
Rhine Heights ALT,German-Style Altbier,5.6,1.0,Vintage Brewing Co,Mead
Rhubarbarian,Fruit Cider,6.0,1.0,2 Towns Ciderhouse,Cider
Rhuberry,Fruit Cider,8.0,1.0,Millstone Cellars,Cider
Rich & Jerry's PB&J,Open Category Mead,13.0,1.0,Brothers Drake Meadery,Mead
Riegeler Neun Linden,German-Style Oktoberfest / Wiesen (Meadow),5.6,1.0,Fürstlich Fürstenbergische Brauerei,Lager
RIibe Mjød,Open Category Mead,19.0,1.0,Dansk Mjød,Mead
Rising Star Coffee Mead,Sweet Mead,13.0,1.0,Brothers Drake Meadery,Mead
Road Trip Peach Citra,Fruit Cider,6.6,1.0,Schilling Cider,Cider
Roots,New England Cider,6.9,1.0,Far From The Tree Cider,Cider
Rosemary,Open Category Mead,12.0,1.0,Charm City Meadworks,Mead
Roundabout #J Jackalope,Fruit Cider,7.0,1.0,Sweetland Orchard,Cider
Royal Blueberry,Fruit Cider,5.0,1.0,Ciderboys Cider Co.,Cider
Royal English Ale,English Cider,4.6,1.0,Royal Unibrew A/S,Cider
Royal Peach,Fruit Cider,7.5,1.0,Noble Cider,Cider
Rum Barrel Aged Cider,Fruit Cider,6.9,1.0,Austin Eastciders,Cider
Rumrunner (Prohibition),Fruit Cider,12.5,1.0,Sea Cider Farm & Ciderhouse,Cider
Rusty Chain,Fruit Cider,5.8,1.0,Sociable Cider Werks,Cider
Rusty Gold,English Cider,6.0,1.0,Windy Hill Orchard & Cidery,Cider
Rye Barrel Aged Peach,Fruit Cider,9.0,1.0,Blue Toad Hard Cider,Cider
Saalfelder Ur-Saalfelder,German-Style Oktoberfest / Wiesen (Meadow),5.6,1.0,Bürgerliches Brauhaus Saalfeld,Lager
Sacrilege Sour Cherry,Fruit Cider,6.0,1.0,Reverend Nat's Hard Cider,Cider
Safeword,Open Category Mead,13.5,1.0,Superstition Meadery,Mead
Sage Traditional,Dry Mead,12.8,1.0,Meridian Hive Meadery,Mead
Samuel Adams Lazy River Green,Fruit Cider,4.2,1.0,Boston Beer Company,Cider
Samuel Adams Lazy River Red,Fruit Cider,4.6,1.0,Boston Beer Company,Cider
Sand Creek Hard Lemonade,Flavored Malt Beverage,5.5,1.0,Sand Creek Brewing Company,Lager
Sangria,Fruit Cider,5.5,1.0,Portland Cider Company,Cider
Santa Fe Cider works,Fruit Cider,7.0,1.0,Nexus Brewery,Cider
Santa Sidra,Fruit Cider,6.9,1.0,Nexus Brewery,Cider
Santa's Cidekick,Fruit Cider,6.5,1.0,Bishop Cider Company,Cider
Sausagefest Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.0,1.0,Stone's Throw Brewing,Wheat
Savage Bois,Dry Mead,12.0,1.0,Golden Coast Mead,Mead
Scandinavian Apple Cider,Fruit Cider,5.4,1.0,Scandi Cider,Cider
Schilling Ginger Cider,New England Cider,6.5,1.0,Schilling Cider,Cider
Schilling Grapefruit Cider,Fruit Cider,6.0,1.0,Schilling Cider,Cider
Schilling Oak Aged Cider,New England Cider,6.5,1.0,Schilling Cider,Cider
Schilling Original Cider,New England Cider,6.5,1.0,Schilling Cider,Cider
Schilling Spiced Cider,New England Cider,6.9,1.0,Schilling Cider,Cider
Schimpf Weihnachtsbier,German-Style Oktoberfest / Wiesen (Meadow),5.2,1.0,Kronenbrauerei Alfred Schimpf,Lager
Schlüssel Original,German-Style Altbier,5.0,1.0,Hausbrauerei Zum Schlüssel,Mead
Schmaltz's Alt,German-Style Altbier,5.1,1.0,August Schell Brewing Company,Mead
Schumacher Alt,German-Style Altbier,4.6,1.0,Brauerei Schumacher,Mead
Schumacher Jung,German-Style Altbier,3.3,1.0,Brauerei Schumacher,Mead
Schumacher Latzenbier,German-Style Altbier,5.5,1.0,Brauerei Schumacher,Mead
Schwindel Alt,German-Style Altbier,5.1,1.0,Vertigo Brewing,Mead
Scoberry,Fruit Cider,9.0,1.0,Millstone Cellars,Cider
Scrumpy,English Cider,7.5,1.0,Red Brick Road Ciderhouse,Cider
Scrumpy,Fruit Cider,6.9,1.0,Stoked Cider,Cider
Sea Witch,Contemporary Gose,6.7,1.0,Martin House Brewing Company,Lager
Secret of Sound City Alt Bier,German-Style Altbier,6.5,1.0,Steel String Brewery,Mead
Secret Spot,German-Style Altbier,6.3,1.0,Evolution Craft Brewing Company,Mead
Seedling Farms Hard Cider,Fruit Cider,6.0,1.0,Goose Island Beer Company,Cider
Semi-Dry Cider,Fruit Cider,6.5,1.0,Shacksbury Cider,Cider
Semi-Dry Mead,Dry Mead,12.0,1.0,New Day Meadery,Mead
Semi-Sweet Black Raspberry Mead,Semi-Sweet Mead,13.8,1.0,New Day Meadery,Mead
Semi-Sweet Plum,Semi-Sweet Mead,14.5,1.0,New Day Meadery,Mead
Serious Scrump,English Cider,11.0,1.0,2 Towns Ciderhouse,Cider
Shelby Blue Ribbon,Sweet Mead,8.0,1.0,New Day Meadery,Mead
Shiner Old-Time Alt,German-Style Altbier,4.2,1.0,Spoetzl Brewery,Mead
Sidra Brut Nature,Fruit Cider,8.0,1.0,RIESTRA,Cider
Sidra Natural,Fruit Cider,6.0,1.0,RIESTRA,Cider
Sidra Pear,Fruit Cider,5.2,1.0,Viuda De Angelón,Cider
Single Varietal Chestnut Mead,Open Category Mead,12.7,1.0,Die Hochland Imker,Mead
Sir Dunkle Crispy Dark Lager,German-Style Altbier,5.5,1.0,"Berghoff Brewery, Inc",Mead
Sister City,German-Style Altbier,5.1,1.0,Beaver Island Brewery,Mead
Sixpoint Altbier,German-Style Altbier,5.6,1.0,Sixpoint Brewery,Mead
Sleigh'r Dark Double Alt Ale,German-Style Altbier,7.2,1.0,Ninkasi Brewing Company,Mead
Slice of Life,New England Cider,5.5,1.0,B. Nektar Meadery,Cider
Smackintosh,New England Cider,4.5,1.0,Tandem Ciders,Cider
Small Batch Farmhouse Cider,English Cider,8.0,1.0,Gift Horse Brewing Company,Cider
Small Batch Series No. 3,English Cider,10.0,1.0,Ranger Creek Brewing & Distilling,Cider
Smoked Austoner Weisse,Berliner-Style Weisse (Wheat),5.0,1.0,Kamala Brewing at the Whip In,Wheat
Snap Dragon Mead,Dry Mead,8.0,1.0,New Day Meadery,Mead
Solidarity Alt,German-Style Altbier,6.0,1.0,The Prodigal Son Brewery and Pub,Mead
Somersby Apple Cider,Fruit Cider,4.5,1.0,Carlsberg Sverige AB,Cider
Somerset,Fruit Cider,6.8,1.0,Maiden Rock Winery & Cidery,Cider
Sorta Sweet,Fruit Cider,4.5,1.0,Portland Cider Company,Cider
Sound City Alt Bier,German-Style Altbier,5.0,1.0,Steel String Brewery,Mead
Sour Cherry,Fruit Cider,6.5,1.0,Bishop Cider Company,Cider
Sour Cherry,Fruit Cider,6.9,1.0,Snow Capped Cider,Cider
Sour Cherry,Fruit Cider,7.0,1.0,Western Cider Company,Cider
Sour Orange Blossom,Open Category Mead,12.0,1.0,Golden Coast Mead,Mead
South Beach Fat Kid,Fruit Cider,6.2,1.0,Slim Pickens Cider & Mead,Cider
South End Sweet,New England Cider,6.5,1.0,Red Clay Ciderworks,Cider
South Sea Dragon King,Open Category Mead,4.0,1.0,Arktos Meadery,Mead
Space Bloody Orange,Fruit Cider,6.9,1.0,California Cider Company,Cider
Spandauer Potz-Blitz-Bier,German-Style Oktoberfest / Wiesen (Meadow),5.8,1.0,Brauhaus Spandau,Lager
Sparkling Black Currant,Fruit Cider,6.5,1.0,Finnriver Farm & Cidery,Cider
Sparkling Cider,English Cider,7.5,1.0,Red Brick Road Ciderhouse,Cider
Sparkling Honey Wine Mead,Dry Mead,11.2,1.0,Die Hochland Imker,Mead
Sparrow Spiced,English Cider,5.8,1.0,ÆppelTreow Winery & Distillery,Cider
SPARTA TARTA,Fruit Cider,5.6,1.0,Sketchbook Brewing Company,Cider
Spezial,German-Style Altbier,5.6,1.0,Mohrenbrauerei August Huber,Mead
Spiced Apple Cyser,Cyser (Apple Melomel),12.0,1.0,Crafted Artisan Meadery,Cider
Spiced Hard Apple Cider,Fruit Cider,5.8,1.0,Lazy Horse Brewing,Cider
Spire Apple Cider,Fruit Cider,5.0,1.0,Fish Brewing Company,Cider
Spire Dark And Dry Apple Cider,English Cider,5.0,1.0,Fish Brewing Company,Cider
Spire Pear Cider,Fruit Cider,5.0,1.0,Fish Brewing Company,Cider
Spring Cider,Fruit Cider,4.8,1.0,Harpoon Brewery,Cider
Spur & Vine,Fruit Cider,6.7,1.0,Square Mile Cider Co.,Cider
Squishy,Fruit Cider,7.5,1.0,Starcut Ciders,Cider
Stcke Alt,German-Style Altbier,6.0,1.0,Les Trois Mousquetaires,Mead
Steffens Alt,German-Style Altbier,4.9,1.0,Privat-Brauerei Steffens Vertriebsges. mbH,Mead
Steffens Casbacher Braunbier,German-Style Oktoberfest / Wiesen (Meadow),5.2,1.0,Privat-Brauerei Steffens Vertriebsges. mbH,Lager
Sticke Alt,German-Style Altbier,7.1,1.0,Dust Bowl Brewing Company,Mead
Sticke Alt,German-Style Altbier,6.0,1.0,Chuckanut Brewery & Kitchen,Mead
Sticke Alt,German-Style Altbier,8.0,1.0,Toasted and Tapped Brewery and Restaurant Flowery Branch,Mead
Sticke Alt (Batch No. 20) - Unchained Series,German-Style Altbier,6.3,1.0,Summit Brewing Company,Mead
Sticke It To The Man,German-Style Altbier,10.0,1.0,O'Fallon Brewery,Mead
Stickum,German-Style Altbier,5.8,1.0,Mankato Brewery,Mead
Stilled Heritage Cider,Fruit Cider,5.5,1.0,Washington Gold Hard Cider,Cider
Sting Ginger Session Mead,Semi-Sweet Mead,6.2,1.0,Nectar Creek,Mead
Stock Up,Open Category Mead,10.0,1.0,Moonlight Meadery,Mead
Stone Dry,English Cider,5.5,1.0,Angry Orchard,Cider
Straw-Perry,Fruit Cider,5.7,1.0,Portland Cider Company,Cider
StrawBeRi Rose BzZz,Sweet Mead,6.0,1.0,Acoustic Draft Mead,Mead
Strawberry Basil,Sweet Mead,6.0,1.0,Crafted Artisan Meadery,Mead
Strawberry BzZz Mead,Sweet Mead,6.0,1.0,Acoustic Draft Mead,Mead
Strawberry Cider,Fruit Cider,5.0,1.0,Crown Valley Brewing & Distilling Company,Cider
Strawberry Cider,Fruit Cider,6.5,1.0,Sierra Rose Ciders,Cider
Strawberry Crab Apple Cider,Fruit Cider,9.5,1.0,Miner Brewing Company,Cider
Strawberry Ginger,Open Category Mead,12.0,1.0,Charm City Meadworks,Mead
Strawberry Hard Apple Cider,Fruit Cider,6.5,1.0,Brothers Cider,Cider
Strawberry Hard Cider,Fruit Cider,6.0,1.0,Two Henrys Brewing Company,Cider
Strawberry Magic,Fruit Cider,5.0,1.0,Ciderboys Cider Co.,Cider
Strawberry Pippin,Fruit Cider,6.0,1.0,Windy Hill Orchard & Cidery,Cider
Strawberry Rhubarb,Fruit Cider,5.3,1.0,Embark Craft Ciderworks,Cider
Strawberry Rhubarb,Sweet Mead,6.0,1.0,B. Nektar Meadery,Mead
Strongbow Cloudy Apple,Fruit Cider,4.5,1.0,Bulmers Cider,Cider
Strongbow Dark Fruit,Fruit Cider,4.5,1.0,Bulmers Cider,Cider
Strongbow Ginger,Fruit Cider,4.5,1.0,Bulmers Cider,Cider
Strongbow Gold Apple Hard Cider,English Cider,5.0,1.0,Bulmers Cider,Cider
Strongbow Orange Blossom,Fruit Cider,4.5,1.0,Bulmers Cider,Cider
Strongbow Red Berries,Fruit Cider,4.5,1.0,Bulmers Cider,Cider
Stupid Man Suit,Fruit Cider,6.0,1.0,B. Nektar Meadery,Cider
Summer Berry,Fruit Cider,5.0,1.0,Okanagan Cider Company,Cider
Summer Sunset,Fruit Cider,6.0,1.0,Talbott's Cider,Cider
Summer Time Pear Ginger,Fruit Cider,5.0,1.0,Vermont Beer Company,Cider
Sunny Day,Fruit Cider,4.5,1.0,Tandem Ciders,Cider
Sunshine Nectar,Semi-Sweet Mead,8.0,1.0,Redstone Meadery,Mead
Super Cyser,Cyser (Apple Melomel),11.0,1.0,Northville Winery & Brewing Co.,Cider
Super Cyser,Cyser (Apple Melomel),6.8,1.0,Mackinaw Trail Brewing Company,Cider
Sutliff Hard Cider,Fruit Cider,6.3,1.0,Court Avenue Brewing,Cider
Sweet Blossom,Sweet Mead,12.0,1.0,Charm City Meadworks,Mead
Sweet Leaf,Dry Mead,8.0,1.0,Haymaker,Mead
Sweet Mac Daddy,Fruit Cider,7.0,1.0,Stump City Brewing,Cider
Swish,Imperial or Double India Pale Ale,8.0,1.0,Bissell Brothers,India Pale Ale
Talea,German-Style Altbier,5.5,1.0,ZümBier,Mead
Tart Cherry,Fruit Cider,6.3,1.0,Buskey Cider,Cider
Tart Cherry Cider,Fruit Cider,6.5,1.0,Country Boy Brewing,Cider
Tassajara Peach Book,Fruit Cider,8.5,1.0,Reverend Nat's Hard Cider,Cider
Techno Viking,American-Style Sour Ale,4.5,1.0,Drekker Brewing Company,Ale
Ten Years Alt,German-Style Altbier,8.5,1.0,Victory Brewing Company,Mead
The Alter Ego a/k/a Tony Clifton,German-Style Altbier,5.2,1.0,Urban Legend Brewing Company,Mead
The Americran,Fruit Cider,6.8,1.0,Citizen Cider,Cider
The Best Brewjob Ever,German-Style Altbier,11.0,1.0,Nøgne Ø,Mead
The Crabby Granny,Cyser (Apple Melomel),10.0,1.0,Frecon's Cidery,Cider
The Crowbar,Fruit Cider,6.0,1.0,Sonoma Cider,Cider
The Deer Lord,German-Style Altbier,5.0,1.0,Historic Brewing Company,Mead
"The Good, the Bad And the Honey",Sweet Mead,8.0,1.0,Cigar City Cider and Mead,Mead
The Hallbitter,Fruit Cider,6.9,1.0,Farmhaus Cider Co.,Cider
The Heart of Darkness,Dry Mead,14.0,1.0,B. Nektar Meadery,Mead
The Hogshead,English Cider,7.5,1.0,Frecon's Cidery,Cider
The Lady,Fruit Cider,6.0,1.0,Cherry Creek Vineyard & Winery,Cider
The Mutant Killer Zombie Manhattan Project Thingy,Open Category Mead,10.0,1.0,B. Nektar Meadery,Mead
The Original,Fruit Cider,6.7,1.0,Square Mile Cider Co.,Cider
The Passion,Fruit Cider,6.9,1.0,Reverend Nat's Hard Cider,Cider
The Saint,Fruit Cider,6.9,1.0,Crispin Cider,Cider
The Standard Bearer,English Cider,7.0,1.0,Noble Cider,Cider
The Statement,Open Category Mead,14.0,1.0,Schramm's Mead,Mead
The Substance Ale,Strong Ale,6.6,1.0,Bissell Brothers,Ale
There Will B. Blood Orange,Open Category Mead,11.0,1.0,B. Nektar Meadery,Mead
This Is A Spiced Peach,Sweet Mead,16.0,1.0,Crafted Artisan Meadery,Mead
This Is An Oaked Raspberry Blossom Mead,Sweet Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Thistle,Dry Mead,8.5,1.0,Millstone Cellars,Mead
Tied On,Belgian-Style Pale Strong Ale,8.9,1.0,High Branch Brewing,Ale
Tight Squeeze Mango Pom,Fruit Cider,6.0,1.0,Mad Moon Craft Cidery,Cider
Toaster,German-Style Altbier,4.0,1.0,Braxton Brewing Company,Mead
Topsy Turvy,German-Style Altbier,4.5,1.0,Starving Artist Brewing Co.,Mead
Totally Roasted,Fruit Cider,6.8,1.0,"Vander Mill Winery, Cider Mill & Microbrewery",Cider
Traditional Brackett,Open Category Mead,7.0,1.0,White Winter Winery,Mead
Traditional Cider,English Cider,4.4,1.0,Thistly Cross Cider,Cider
Traditional Dry,Fruit Cider,6.5,1.0,Nomad Handcrafted Cider,Cider
Traditional Dry,English Cider,6.5,1.0,Dominion Cider Co.,Cider
Traditional Dry,Fruit Cider,5.5,1.0,Angry Orchard,Cider
Traditional Honey Wine,Dry Mead,12.0,1.0,Louisville Mead Co.,Mead
Traffic Light,German-Style Altbier,4.6,1.0,Great Lakes Brewing Company,Mead
Training Wheels,Fruit Cider,4.0,1.0,Sociable Cider Werks,Cider
Treacherous,Fruit Cider,6.0,1.0,Mad Moon Craft Cidery,Cider
Tree Hugger,German-Style Altbier,5.1,1.0,Terrapin Beer Company,Mead
Treehorn Dry Cider,English Cider,5.9,1.0,Treehorn Cider,Cider
Trendler,German-Style Altbier,5.0,1.0,Tired Hands Brewing Company,Mead
Trinken Löwen,German-Style Altbier,5.9,1.0,Ale Syndicate,Mead
Trocken,Fruit Cider,6.9,1.0,Farmhaus Cider Co.,Cider
Tropical BzZz,Sweet Mead,6.0,1.0,Acoustic Draft Mead,Mead
Troy MMXIII (2013),Fruit Cider,7.7,1.0,Motorcycle Wineries,Cider
Truffler,English Cider,6.0,1.0,Orchard Pig,Cider
Tuco Style Freakout,Sweet Mead,6.0,1.0,B. Nektar Meadery,Mead
Tupelo Dry Mead,Dry Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Tupelo Mead,Semi-Sweet Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Turtle Power,German-Style Altbier,7.0,1.0,Martin House Brewing Company,Mead
Tweener,French & Belgian-Style Saison,5.5,1.0,High Branch Brewing,Session
Two Coast Altbier,German-Style Altbier,4.8,1.0,Two Coast Brewing Co.,Mead
Two Thorns,Fruit Cider,6.2,1.0,2 Towns Ciderhouse,Cider
Txopinondo Sagarnoa,French Cider,6.0,1.0,Sidreria Txopinondo,Cider
U-165,English Cider,5.0,1.0,Microbrasserie Le Naufrageur,Cider
Über Alt,German-Style Altbier,8.5,1.0,Rush River Brewing,Mead
Uerige Doppelsticke,German-Style Altbier,8.5,1.0,Uerige Obergärige Hausbrauerei,Mead
Uerige Doppelsticke - Edition 1862,German-Style Altbier,11.8,1.0,Uerige Obergärige Hausbrauerei,Mead
Uerige Sticke,German-Style Altbier,6.5,1.0,Uerige Obergärige Hausbrauerei,Mead
Ulmer Hexensud,German-Style Oktoberfest / Wiesen (Meadow),4.8,1.0,Familienbrauerei Bauhöfer,Lager
Uncle Louis' Cocktail,Sweet Mead,6.5,1.0,Perrin Brewing Company,Mead
Ur-Alt - Thirty Beers Thirty Years,German-Style Altbier,4.7,1.0,Widmer Brothers Brewing,Mead
UVANA,Fruit Cider,6.9,1.0,Colorado Cider Company,Cider
Valkyrie Altbier,German-Style Altbier,6.2,1.0,Enegren Brewing Co,Mead
Vanilla Cinnamon,Dry Mead,14.0,1.0,B. Nektar Meadery,Mead
Viking Blood,Open Category Mead,19.0,1.0,Dansk Mjød,Mead
Vikingernes Mjød,Dry Mead,19.0,1.0,Dansk Mjød,Mead
Village Tart,Fruit Cider,7.5,1.0,Noble Cider,Cider
Virginia Apple,Fruit Cider,4.7,1.0,Bold Rock Hard Cider,Cider
Virginia Draft,Fruit Cider,4.7,1.0,Bold Rock Hard Cider,Cider
Virtue RedStreak,English Cider,6.2,1.0,Goose Island Beer Company,Cider
Volks Bräu,German-Style Oktoberfest / Wiesen (Meadow),5.5,1.0,Flatrock Brewing Company,Lager
Von Bierbauch,German-Style Altbier,5.2,1.0,Salt Creek Brewery,Mead
Vormann Alt aus Dahl,German-Style Altbier,5.0,1.0,Vormann Brauerei,Mead
Waffle Beer,German-Style Altbier,5.8,1.0,Sycamore Brewing,Mead
Waggle Wildflower Session Mead,Semi-Sweet Mead,6.2,1.0,Nectar Creek,Mead
Wai Meli,Metheglin,14.0,1.0,Pacific Breach,Mead
Wakefire,Fruit Cider,6.5,1.0,Blake's Hard Cider Co.,Cider
Walder Festbier,German-Style Oktoberfest / Wiesen (Meadow),4.9,1.0,Walder Bräu,Lager
Waldmoor Dunkel,German-Style Altbier,4.8,1.0,Erlebnisbrauerei Lohmar,Mead
Walking Sticke,German-Style Altbier,6.5,1.0,Great Lakes Brewing Company,Mead
WARM APPLE PIE,Fruit Cider,6.0,1.0,Pollyanna Brewing Company,Cider
Washington Gold Hard Cider,New England Cider,5.5,1.0,Washington Gold Hard Cider,Cider
Washington Heirloom,New England Cider,6.6,1.0,Seattle Cider Company,Cider
Washington’s Folly,Sweet Mead,8.0,1.0,New Day Meadery,Mead
Wasseralfinger Festbier,German-Style Oktoberfest / Wiesen (Meadow),5.4,1.0,Löwenbrauerei Wasseralfingen,Lager
